Sexo,RendaFamiliar,CorRaca,Idade,Semest,CategoriadeSituacao,Turno,CargaHorariaMinimaRegulamentada,FatordeEsforcodeCurso,Regiao
"M","0<RFP<=0,5","Branca",23,10,"Evadidos","Matutino",3200,1.06,"Região Sul"
"M","1<RFP<=1,5","Branca",26,10,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","1<RFP<=1,5","Branca",20,2,"Evadidos","Matutino",3000,1.21,"Região Centro-Oeste"
"F","NA","Branca",20,2,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"F","0,5<RFP<=1","Branca",19,3,"Evadidos","Matutino",3200,1.06,"Região Nordeste"
"F","NA","Branca",21,2,"Evadidos","Matutino",3200,1.06,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",19,2,"Evadidos","Matutino",3600,1.2,"Região Nordeste"
"F","NA","Branca",21,2,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",19,2,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","1<RFP<=1,5","Branca",20,3,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","1<RFP<=1,5","Branca",21,2,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","1,5<RFP<=2,5","Branca",21,2,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",21,3,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",19,3,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","NA","Branca",18,3,"Evadidos","Matutino",3200,1.06,"Região Sul"
"M","NA","Branca",31,3,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","RFP>3,5","Branca",19,3,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","2,5<RFP<=3,5","Branca",20,3,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",24,3,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",25,10,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",23,5,"Evadidos","Matutino",3000,1,"Região Sudeste"
"F","1<RFP<=1,5","Branca",24,5,"Evadidos","Matutino",3600,1.14,"Região Sul"
"M","1<RFP<=1,5","Branca",26,5,"Evadidos","Matutino",3600,1.14,"Região Sul"
"F","1,5<RFP<=2,5","Branca",25,5,"Evadidos","Matutino",3600,1.14,"Região Sul"
"F","NA","Branca",37,5,"Evadidos","Matutino",3600,1.14,"Região Sul"
"M","NA","Branca",21,6,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"F","0,5<RFP<=1","Branca",26,6,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M","NA","Branca",26,10,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"F","NA","Branca",50,7,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","0,5<RFP<=1","Branca",24,6,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","NA","Branca",21,7,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","NA","Branca",22,6,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","NA","Branca",23,7,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"F","NA","Branca",25,7,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","NA","Branca",25,6,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",38,4,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","1<RFP<=1,5","Branca",21,5,"Evadidos","Matutino",3000,1.21,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",25,4,"Evadidos","Matutino",3000,1.21,"Região Centro-Oeste"
"M","NA","Branca",23,4,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","NA","Branca",24,4,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","1<RFP<=1,5","Branca",21,5,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"F","NA","Branca",20,4,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",21,5,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","1<RFP<=1,5","Branca",27,5,"Evadidos","Matutino",3600,1.19,"Região Norte"
"M","0,5<RFP<=1","Branca",23,5,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","0,5<RFP<=1","Branca",25,3,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",20,1,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",19,1,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M","NA","Branca",19,1,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"F","NA","Branca",22,7,"Evadidos","Matutino",3600,1.14,"Região Nordeste"
"M","NA","Branca",23,7,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",28,8,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","0<RFP<=0,5","Branca",30,7,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",24,2,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","0,5<RFP<=1","Branca",24,9,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",29,10,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",26,8,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"F","0<RFP<=0,5","Branca",37,9,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"F","0<RFP<=0,5","Branca",39,9,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","0<RFP<=0,5","Branca",25,10,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",27,6,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M","1<RFP<=1,5","Branca",23,9,"Evadidos","Matutino",3000,1.21,"Região Centro-Oeste"
"F","NA","Branca",27,4,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","NA","Branca",23,8,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",35,3,"Evadidos","Matutino",3600,1.14,"Região Sul"
"M","2,5<RFP<=3,5","Branca",20,3,"Evadidos","Matutino",3600,1.14,"Região Sul"
"F","2,5<RFP<=3,5","Branca",19,3,"Evadidos","Matutino",3600,1.14,"Região Sul"
"M","1,5<RFP<=2,5","Branca",31,3,"Evadidos","Matutino",3600,1.14,"Região Sul"
"F","1,5<RFP<=2,5","Branca",22,3,"Evadidos","Matutino",3600,1.14,"Região Sul"
"M","2,5<RFP<=3,5","Branca",32,3,"Evadidos","Matutino",3600,1.14,"Região Sul"
"M","1,5<RFP<=2,5","Branca",52,3,"Evadidos","Matutino",3600,1.14,"Região Sul"
"M","1<RFP<=1,5","Branca",26,10,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","1<RFP<=1,5","Branca",26,1,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",19,2,"Evadidos","Matutino",3000,1.21,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Branca",28,3,"Evadidos","Matutino",3000,1,"Região Sudeste"
"F","NA","Branca",19,2,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",20,2,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","RFP>3,5","Branca",19,2,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","RFP>3,5","Branca",20,2,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",19,4,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"F","RFP>3,5","Branca",30,3,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",30,8,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","NA","Branca",19,2,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","1<RFP<=1,5","Branca",29,3,"Evadidos","Matutino",3600,1.14,"Região Sul"
"F","1,5<RFP<=2,5","Branca",30,3,"Evadidos","Matutino",3600,1.14,"Região Sul"
"M","NA","Branca",27,3,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","NA","Branca",18,2,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","RFP>3,5","Branca",20,4,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",18,2,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",19,3,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","RFP>3,5","Branca",19,2,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",20,2,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",24,7,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","NA","Branca",24,9,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M","2,5<RFP<=3,5","Branca",23,9,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",24,10,"Concluintes","Matutino",3600,1.19,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",23,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"F","2,5<RFP<=3,5","Branca",24,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",24,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"F","0,5<RFP<=1","Branca",25,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",30,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","0,5<RFP<=1","Branca",41,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"F","RFP>3,5","Branca",25,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",27,10,"Concluintes","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",23,8,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",22,9,"Concluintes","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",25,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",25,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"F","0,5<RFP<=1","Branca",25,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","NA","Branca",25,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",31,10,"Concluintes","Matutino",3200,1.06,"Região Sul"
"M","1,5<RFP<=2,5","Branca",22,9,"Concluintes","Matutino",3600,1.15,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",23,9,"Concluintes","Matutino",3600,1.15,"Região Centro-Oeste"
"M","NA","Branca",27,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","RFP>3,5","Branca",22,10,"Concluintes","Matutino",3600,1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",22,2,"Concluintes","Matutino",3600,1.15,"Região Sudeste"
"M","NA","Branca",24,9,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"M","RFP>3,5","Branca",31,9,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Branca",55,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","NA","Branca",28,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","2,5<RFP<=3,5","Branca",22,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",25,9,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",25,4,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Branca",26,10,"Concluintes","Matutino",3600,1.15,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",23,10,"Concluintes","Matutino",3600,1.15,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",24,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",22,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Branca",23,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","0,5<RFP<=1","Branca",25,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",25,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Branca",24,10,"Concluintes","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",23,10,"Concluintes","Matutino",3600,1.19,"Região Centro-Oeste"
"M","0,5<RFP<=1","Branca",25,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","2,5<RFP<=3,5","Branca",27,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",31,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",26,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","NA","Branca",29,10,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",23,10,"Concluintes","Matutino",3600,1.19,"Região Centro-Oeste"
"M","RFP>3,5","Branca",24,10,"Concluintes","Matutino",3600,1.19,"Região Centro-Oeste"
"F","NA","Branca",27,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","RFP>3,5","Branca",24,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",23,10,"Concluintes","Matutino",3600,1.19,"Região Centro-Oeste"
"M","RFP>3,5","Branca",32,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","NA","Branca",29,10,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"F","NA","Branca",25,10,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"F","1<RFP<=1,5","Branca",32,7,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","0,5<RFP<=1","Branca",25,7,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",24,8,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"F","2,5<RFP<=3,5","Branca",22,9,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",22,9,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","NA","Branca",31,10,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"M","2,5<RFP<=3,5","Branca",24,10,"Concluintes","Matutino",3600,1,"Região Centro-Oeste"
"M","NA","Branca",26,10,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",22,10,"Concluintes","Matutino",3600,1.14,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",23,9,"Concluintes","Matutino",3600,1.19,"Região Centro-Oeste"
"M","NA","Branca",29,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",26,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",25,10,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"F","2,5<RFP<=3,5","Branca",23,10,"Concluintes","Matutino",3600,1.15,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",24,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"F","NA","Branca",28,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","RFP>3,5","Branca",32,10,"Concluintes","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",25,10,"Concluintes","Matutino",3600,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",22,2,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",24,5,"Evadidos","Matutino",3600,1.14,"Região Sul"
"M","NA","Branca",21,2,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",18,2,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","0,5<RFP<=1","Branca",21,1,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M","0,5<RFP<=1","Branca",19,1,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M","1<RFP<=1,5","Branca",18,0,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","1<RFP<=1,5","Branca",23,6,"Evadidos","Matutino",3600,1.14,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",29,7,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","RFP>3,5","Branca",21,7,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",22,7,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",21,7,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",22,6,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"F","RFP>3,5","Branca",21,6,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","RFP>3,5","Branca",24,7,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",29,7,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",19,0,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","1<RFP<=1,5","Branca",18,0,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",22,7,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",21,6,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",21,7,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",25,7,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","2,5<RFP<=3,5","Branca",18,0,"Evadidos","Matutino",2400,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",23,6,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",20,4,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"F","0,5<RFP<=1","Branca",20,0,"Evadidos","Matutino",4000,1.21,"Região Sul"
"M","RFP>3,5","Branca",19,2,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","NA","Branca",20,1,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","NA","Branca",21,2,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","RFP>3,5","Branca",29,1,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","RFP>3,5","Branca",28,5,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",20,4,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"F","NA","Branca",18,2,"Evadidos","Matutino",3600,1.1,"Região Nordeste"
"M","NA","Branca",19,0,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",20,1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","NA","Branca",29,0,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",20,0,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","NA","Branca",18,0,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","NA","Branca",23,1,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","NA","Branca",19,0,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"F","NA","Branca",25,1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","NA","Branca",21,0,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"F","NA","Branca",19,0,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","NA","Branca",20,0,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","0<RFP<=0,5","Branca",20,0,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",19,0,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","0,5<RFP<=1","Branca",18,2,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"M","0,5<RFP<=1","Branca",22,0,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",20,0,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","NA","Branca",20,1,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"F","0<RFP<=0,5","Branca",21,2,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"F","1<RFP<=1,5","Branca",23,0,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",23,0,"Evadidos","Matutino",3600,1.2,"Região Nordeste"
"F","2,5<RFP<=3,5","Branca",43,1,"Evadidos","Matutino",3600,1.2,"Região Nordeste"
"F","2,5<RFP<=3,5","Branca",39,1,"Evadidos","Matutino",3600,1.2,"Região Nordeste"
"M","0<RFP<=0,5","Branca",19,0,"Evadidos","Matutino",3200,1.06,"Região Norte"
"M","1,5<RFP<=2,5","Branca",19,2,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",26,10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","0,5<RFP<=1","Branca",18,0,"Evadidos","Matutino",3200,1.06,"Região Norte"
"F","NA","Branca",23,8,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",22,7,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",29,2,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","NA","Branca",23,1,"Evadidos","Matutino",3600,1.1,"Região Nordeste"
"M","NA","Branca",37,10,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","0,5<RFP<=1","Branca",23,8,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",20,1,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",25,0,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","1<RFP<=1,5","Branca",19,0,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",22,2,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"M","NA","Branca",19,0,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",20,0,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",20,0,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",22,1,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",42,0,"Evadidos","Matutino",3600,1.15,"Região Sul"
"M","NA","Branca",20,0,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",27,0,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",22,2,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"F","NA","Branca",21,1,"Evadidos","Matutino",3600,1.15,"Região Sul"
"M","1<RFP<=1,5","Branca",18,0,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"M","NA","Branca",21,0,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",28,0,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"F","1<RFP<=1,5","Branca",18,1,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","1<RFP<=1,5","Branca",19,1,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",36,1,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","NA","Branca",18,0,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","0,5<RFP<=1","Branca",18,0,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"F","1<RFP<=1,5","Branca",18,1,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","RFP>3,5","Branca",19,0,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","NA","Branca",22,1,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"F","NA","Branca",22,1,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","2,5<RFP<=3,5","Branca",21,4,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",22,4,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","RFP>3,5","Branca",23,5,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",22,5,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",22,5,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",24,10,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",31,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","2,5<RFP<=3,5","Branca",33,10,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","2,5<RFP<=3,5","Branca",38,10,"Evadidos","Matutino",3600,1.16,"Região Centro-Oeste"
"M","NA","Branca",19,0,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","NA","Branca",19,1,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","RFP>3,5","Branca",21,1,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","RFP>3,5","Branca",25,10,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","0,5<RFP<=1","Branca",29,10,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Branca",19,2,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","2,5<RFP<=3,5","Branca",20,2,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","NA","Branca",20,4,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","1,5<RFP<=2,5","Branca",21,2,"Evadidos","Matutino",3000,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",22,3,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","1<RFP<=1,5","Branca",25,3,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","RFP>3,5","Branca",53,3,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",21,3,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
